dataset,task_type,alpha,performance_val,fairness_val,performance_test,fairness_test,model_classpath,hyperparameters,class_ratio,model_config_uuid,model_uuid,si,i,ni,ri,target_threshold,tuner
AOF,RandomSearch,0.5,0.66756,0.50472,0.67609,0.55132,lightgbm.LGBMClassifier,"{'max_depth': 80, 'num_leaves': 67, 'n_estimators': 3378, 'boosting_type': 'dart', 'learning_rate': 0.045828415802410226, 'min_child_samples': 7}",19.0,0c6920e4ee1234158c17d4484977ec04,b9e8843148c2d5dd161c48e3319c39b5,,,,100.0,fpr = 5,FairRS
AOF,Hyperband,1,0.6823100000000001,0.35753,0.68509,0.3871,lightgbm.LGBMClassifier,"{'max_depth': 55, 'num_leaves': 10, 'n_estimators': 1784, 'boosting_type': 'dart', 'learning_rate': 0.012957347947666927, 'min_child_samples': 2}",9.0,5dfd27b2431c8e2f79cdfe55a1735841,cefe94f12f0c954b79eebe3bbc26358b,4.0,4.0,1.0,100.0,fpr = 5,HB
AOF,RandomSearch,1,0.67694,0.473,0.68509,0.49323999999999996,lightgbm.LGBMClassifier,"{'max_depth': 61, 'num_leaves': 344, 'n_estimators': 1123, 'boosting_type': 'gbdt', 'learning_rate': 0.015952419372634415, 'min_child_samples': 6}",9.0,1c8a4a8e656213083462cfe8944f1591,40ee31bf57a55e39aebb141ede167561,,,,100.0,fpr = 5,RS
AOF,Hyperband,dynamic,0.50938,0.9276200000000001,0.61311,0.90823,lightgbm.LGBMClassifier,"{'max_depth': 24, 'num_leaves': 6, 'n_estimators': 171, 'boosting_type': 'dart', 'learning_rate': 0.7789781542115417, 'min_child_samples': 5}",4.0,5afaa501ad6aa4951d98a41cad15db5e,b5634528c837dde6a5f0d48b96ac43ea,4.0,4.0,1.0,100.0,fpr = 5,FB-auto
AOF,Hyperband,1,0.69571,0.46792,0.69923,0.50649,lightgbm.LGBMClassifier,"{'max_depth': 12, 'num_leaves': 54, 'n_estimators': 320, 'boosting_type': 'dart', 'learning_rate': 0.07681436741888889, 'min_child_samples': 44}",9.0,d9b09e6009eecbfc663e93296297cdcb,9bb5637b36b7f8dcd95a9d48296f2643,2.0,2.0,1.0,100.0,fpr = 5,HB
AOF,Hyperband,0.5,0.58713,0.68438,0.59126,0.7929,lightgbm.LGBMClassifier,"{'max_depth': 6, 'num_leaves': 95, 'n_estimators': 7664, 'boosting_type': 'goss', 'learning_rate': 0.04412768140925045, 'min_child_samples': 79}",19.0,dd9add6b48e0645e209cdb12d3ab6c4f,13edf2ec2cba19551629e1f7d1beb9c1,2.0,1.0,5.0,33.333,fpr = 5,FB
AOF,Hyperband,0.5,0.62869,0.67462,0.6388199999999999,0.7941,lightgbm.LGBMClassifier,"{'max_depth': 65, 'num_leaves': 5, 'n_estimators': 366, 'boosting_type': 'goss', 'learning_rate': 0.12654659066540475, 'min_child_samples': 24}",19.0,7b3f5c1344def76164a611871c1d2631,731608bf171fc3a9fe3031ec54615b00,2.0,1.0,5.0,33.333,fpr = 5,FB
AOF,Hyperband,dynamic,0.67024,0.564,0.67224,0.57409,lightgbm.LGBMClassifier,"{'max_depth': 23, 'num_leaves': 268, 'n_estimators': 763, 'boosting_type': 'dart', 'learning_rate': 0.4056985059062823, 'min_child_samples': 19}",19.0,16e25e2cbd2eead9fc1ddfb17f197022,f11a8739342697b980a784fd6dae7120,3.0,3.0,1.0,100.0,fpr = 5,FB-auto
AOF,Hyperband,0.5,0.22252,0.9571799999999999,0.29949000000000003,0.953,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.005228237689191487, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 2440}",19.0,a058b649034e95f9a9ccd5269f684642,cada521d00e015c1e3253757e3eed34a,4.0,0.0,81.0,1.235,fpr = 5,FB
AOF,RandomSearch,1,0.67694,0.44198000000000004,0.68252,0.46515,lightgbm.LGBMClassifier,"{'max_depth': 20, 'num_leaves': 152, 'n_estimators': 1755, 'boosting_type': 'dart', 'learning_rate': 0.015542588992102774, 'min_child_samples': 25}",19.0,d63b0841919daccbd172fa406e4941fc,cd0d90f6edf9b2c4dbd7edd0f4bc5280,,,,100.0,fpr = 5,RS
AOF,Hyperband,0.5,0.61662,0.71704,0.63753,0.78952,lightgbm.LGBMClassifier,"{'max_depth': 7, 'num_leaves': 111, 'n_estimators': 5460, 'boosting_type': 'goss', 'learning_rate': 0.12359904522134949, 'min_child_samples': 124}",9.0,da60f28c147c51763f1ab46f1b2fa4e2,f9f78fa4230df35ba178526fe96a63d5,1.0,1.0,2.0,100.0,fpr = 5,FB
AOF,RandomSearch,1,0.6823100000000001,0.47725,0.68638,0.48663,lightgbm.LGBMClassifier,"{'max_depth': 59, 'num_leaves': 202, 'n_estimators': 828, 'boosting_type': 'gbdt', 'learning_rate': 0.018515874316093847, 'min_child_samples': 6}",9.0,c5669a7eda26df4fa5f325edb1699e63,0bb5f7f822a78df7a55cffd572a475fa,,,,100.0,fpr = 5,RS
AOF,RandomSearch,1,0.6823100000000001,0.46623000000000003,0.69152,0.52973,lightgbm.LGBMClassifier,"{'max_depth': 119, 'num_leaves': 11, 'n_estimators': 236, 'boosting_type': 'gbdt', 'learning_rate': 0.08371796327591706, 'min_child_samples': 41}",19.0,39eac7d91b58f62cb309f7b10f4e9d91,1469a4024f8a51bcafef7b9edf4ff1fa,,,,100.0,fpr = 5,RS
AOF,Hyperband,dynamic,0.65684,0.6220399999999999,0.66967,0.69912,lightgbm.LGBMClassifier,"{'max_depth': 10, 'num_leaves': 102, 'n_estimators': 2721, 'boosting_type': 'dart', 'learning_rate': 0.3983249065481316, 'min_child_samples': 5}",9.0,28b32b958cae3a8af3009f52da46ea01,4fc51b189bb6ef37ba9ac32cea2ac7ce,4.0,4.0,1.0,100.0,fpr = 5,FB-auto
AOF,Hyperband,dynamic,0.5764100000000001,0.7813899999999999,0.61568,0.9277700000000001,lightgbm.LGBMClassifier,"{'max_depth': 69, 'num_leaves': 16, 'n_estimators': 955, 'boosting_type': 'gbdt', 'learning_rate': 0.7223197449561962, 'min_child_samples': 154}",4.0,6672338b3b673c912e75909b068e3beb,dc4f8a6ce57ccb403188e31a10b43d6d,1.0,1.0,2.0,100.0,fpr = 5,FB-auto
AOF,Hyperband,0.5,0.23458,0.98349,0.22108000000000003,0.99755,lightgbm.LGBMClassifier,"{'max_depth': 9, 'num_leaves': 18, 'n_estimators': 404, 'boosting_type': 'dart', 'learning_rate': 0.013188231592719575, 'min_child_samples': 8}",4.0,3421fbdcf8a9cbdf66e81c41d2b7d796,fa48ee9af7c4718ce6681cbcf83b84a1,4.0,0.0,81.0,1.235,fpr = 5,FB
AOF,Hyperband,1,0.6756,0.29654,0.67866,0.31087,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 21, 'max_features': 'log2', 'n_estimators': 265, 'min_samples_leaf': 9, 'min_samples_split': 17}",19.0,134aa70eb6b8659348dfe5da98a14c19,cb1cb64cbcac2d180ad327cebd27792e,1.0,1.0,2.0,100.0,fpr = 5,HB
AOF,RandomSearch,0.5,0.68633,0.49177,0.7056600000000001,0.52286,lightgbm.LGBMClassifier,"{'max_depth': 17, 'num_leaves': 84, 'n_estimators': 307, 'boosting_type': 'goss', 'learning_rate': 0.023231568610470203, 'min_child_samples': 49}",9.0,e5d60bf7a0c37614d11f0b889fbbab8f,1a476820235d6e064c99cf3e7f4d5dca,,,,100.0,fpr = 5,FairRS
AOF,Hyperband,0.5,0.65013,0.60522,0.6632399999999999,0.65676,lightgbm.LGBMClassifier,"{'max_depth': 65, 'num_leaves': 149, 'n_estimators': 4053, 'boosting_type': 'goss', 'learning_rate': 0.1260922799126345, 'min_child_samples': 88}",19.0,3705782dd3395b19d76b008b772698f0,d255529a81a5f393578614e42fa8615a,2.0,2.0,1.0,100.0,fpr = 5,FB
AOF,Hyperband,1,0.69705,0.43618,0.7056600000000001,0.48018,lightgbm.LGBMClassifier,"{'max_depth': 23, 'num_leaves': 17, 'n_estimators': 1100, 'boosting_type': 'dart', 'learning_rate': 0.03148724664972855, 'min_child_samples': 21}",9.0,fada241bda64d6bf5ee0cd0542d1943c,024f11a1ae06acd8902cfc91ebd1e07f,2.0,2.0,1.0,100.0,fpr = 5,HB
AOF,Hyperband,dynamic,0.46515,0.9988,0.51542,0.89387,lightgbm.LGBMClassifier,"{'max_depth': 5, 'num_leaves': 101, 'n_estimators': 298, 'boosting_type': 'gbdt', 'learning_rate': 0.45643326789863886, 'min_child_samples': 15}",19.0,aadb96e1d21455481f1f870d84dbe0aa,00ad58aee43138ac3012c8039ef807b1,0.0,0.0,5.0,100.0,fpr = 5,FB-auto
AOF,RandomSearch,1,0.67694,0.47725,0.67224,0.46436000000000005,lightgbm.LGBMClassifier,"{'max_depth': 15, 'num_leaves': 11, 'n_estimators': 102, 'boosting_type': 'dart', 'learning_rate': 0.35840484937739653, 'min_child_samples': 37}",4.0,f0d5bdcc8b1d0f4d4d02c6961b5ac5d3,6c5d5a8875eb2af55e09a872cf0e06dd,,,,100.0,fpr = 5,RS
AOF,Hyperband,1,0.67694,0.25545,0.67609,0.28446,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 25, 'max_features': 'log2', 'n_estimators': 445, 'min_samples_leaf': 1, 'min_samples_split': 62}",4.0,a2ba1b97f9c414cd66fd2970bd68a68c,b313773c2700edd52bc421ff0b33ec8d,2.0,2.0,1.0,100.0,fpr = 5,HB
AOF,Hyperband,dynamic,0.66488,0.5559,0.6928,0.60887,lightgbm.LGBMClassifier,"{'max_depth': 28, 'num_leaves': 4, 'n_estimators': 2370, 'boosting_type': 'gbdt', 'learning_rate': 0.03397200214564691, 'min_child_samples': 9}",9.0,3d91b6f8c2b9228d90f9056f5d461fbe,68f7c734ac17440c03ee2c930327b91b,1.0,1.0,2.0,100.0,fpr = 5,FB-auto
AOF,Hyperband,1,0.68097,0.27216999999999997,0.65681,0.28352,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 42, 'max_features': 'log2', 'n_estimators': 143, 'min_samples_leaf': 16, 'min_samples_split': 47}",19.0,aed16a14862bcf93c799d047b3a841ba,81a6267b6098064e758a4e0b90210947,3.0,3.0,1.0,100.0,fpr = 5,HB
AOF,RandomSearch,1,0.67292,0.49522,0.68509,0.56102,lightgbm.LGBMClassifier,"{'max_depth': 21, 'num_leaves': 93, 'n_estimators': 2899, 'boosting_type': 'gbdt', 'learning_rate': 0.09243223674247077, 'min_child_samples': 4}",4.0,97c2bfaeae0861706fda1ef8086ebb28,7c225aa48f5667f95bb6cad7a48ee5a0,,,,100.0,fpr = 5,RS
AOF,Hyperband,1,0.68633,0.35364,0.70308,0.39379000000000003,lightgbm.LGBMClassifier,"{'max_depth': 29, 'num_leaves': 6, 'n_estimators': 2493, 'boosting_type': 'dart', 'learning_rate': 0.018634672230835782, 'min_child_samples': 34}",19.0,a12aab06b70b321962c583a28df772b1,ce02ea3bc31da0f995af84e0fc1d49b1,3.0,3.0,1.0,100.0,fpr = 5,HB
AOF,RandomSearch,1,0.67962,0.52656,0.7005100000000001,0.5594100000000001,lightgbm.LGBMClassifier,"{'max_depth': 45, 'num_leaves': 118, 'n_estimators': 3133, 'boosting_type': 'dart', 'learning_rate': 0.06327682959124407, 'min_child_samples': 28}",9.0,e2858e5058fe182dd9889ecd3c6e1075,79006337f87a1402cb8a0a9792368863,,,,100.0,fpr = 5,RS
AOF,RandomSearch,0.5,0.45174,0.97749,0.44859,0.9618700000000001,lightgbm.LGBMClassifier,"{'max_depth': 75, 'num_leaves': 18, 'n_estimators': 237, 'boosting_type': 'goss', 'learning_rate': 0.6475461795689522, 'min_child_samples': 45}",19.0,675d4227bc9aff2d40a56792e32f6ec4,654aedbcefcc11ff7f2611f26dd53ae9,,,,100.0,fpr = 5,FairRS
AOF,RandomSearch,1,0.68767,0.5274399999999999,0.6953699999999999,0.54275,lightgbm.LGBMClassifier,"{'max_depth': 33, 'num_leaves': 85, 'n_estimators': 1169, 'boosting_type': 'gbdt', 'learning_rate': 0.012155555673284557, 'min_child_samples': 37}",9.0,0eb103cec5287f3446955469546264cf,b9b4b81475de8c97d7da562231ad355c,,,,100.0,fpr = 5,RS
AOF,RandomSearch,1,0.6715800000000001,0.30777,0.6491,0.32481,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 14, 'max_features': 'sqrt', 'n_estimators': 177, 'min_samples_leaf': 2, 'min_samples_split': 7}",9.0,536ec89d6a24a5ae1ba0f5fc1bb5f44f,3c23ef01713b6813b57d9dc2b4e12655,,,,100.0,fpr = 5,RS
AOF,Hyperband,0.5,0.60188,0.6390399999999999,0.5964,0.67583,lightgbm.LGBMClassifier,"{'max_depth': 71, 'num_leaves': 88, 'n_estimators': 3260, 'boosting_type': 'goss', 'learning_rate': 0.06401902119099166, 'min_child_samples': 134}",19.0,9ba4c117eecb1505a26c091cdcac4959,986c1f83d46c8be302b0cea2087c3325,1.0,0.0,8.0,33.333,fpr = 5,FB
AOF,Hyperband,0.5,0.6420899999999999,0.59227,0.61954,0.66406,lightgbm.LGBMClassifier,"{'max_depth': 77, 'num_leaves': 39, 'n_estimators': 1493, 'boosting_type': 'dart', 'learning_rate': 0.12943228782160504, 'min_child_samples': 6}",9.0,6088ad38a74a83d70a71671f3c3900db,b983b7e221d4969ee7db75afe2359c52,3.0,2.0,3.0,33.333,fpr = 5,FB
COMPAS,Hyperband,dynamic,0.7598600000000001,0.9819100000000001,0.73359,0.90369,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0016805387791177383, 'model__dropout': 0.1076458845921359, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,f49bcfd7c02cef39d78ba2bcdf58aade,a72e8a0dfd32937be8ac3b82f0384518,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,RandomSearch,0.5,0.5503399999999999,0.92071,0.54938,0.6164,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.001264404071002851, 'model__dropout': 0.32122903938244224, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [500, 200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,da9ccbca0f0ab3f2248a2fa7a42c31d1,b017499467a1c221d11e48f337a102cf,,,,100.0,fpr = 10,FairRS
COMPAS,Hyperband,1,0.77888,0.47585,0.75758,0.64444,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0037483373042583603, 'model__dropout': 0.010621844285569138, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,c0a5b4cdce571903d07f9c2c11856e6f,ed6362b019d6780a638c981335410e09,3.0,1.0,11.0,11.110999999999999,fpr = 10,HB
COMPAS,Hyperband,dynamic,0.76817,0.9819100000000001,0.71062,0.91327,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.001959823883282087, 'model__dropout': 0.22743536543309628, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,8190e004603a5c5607db7a7f86974a5e,a3d0ef9053b18151229ffbbe87d1f16a,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,Hyperband,1,0.7759199999999999,0.43575,0.74643,0.59856,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0007958679268555277, 'model__dropout': 0.004306142577828176, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,a05e311813bc428610474fce9ed0ae64,2b1c2e19797125acee39a6064ac495b0,4.0,2.0,9.0,11.110999999999999,fpr = 10,HB
COMPAS,Hyperband,dynamic,0.72428,0.9819100000000001,0.68908,0.87682,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0019279404231181691, 'model__dropout': 0.09235864764420017, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,6995b883a065a751ca06c4cbb9a4d1cf,b5f37d54612941fd7c8cf9c5e1c8a089,2.0,0.0,15.0,11.110999999999999,fpr = 10,FB-auto
COMPAS,Hyperband,1,0.77888,0.47585,0.7260300000000001,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.00012518374206131928, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 677}",,4434a8145ce21998f0b598483cc1cda6,3ed7fc112143bf147e2929975d3feb83,3.0,3.0,1.0,100.0,fpr = 10,HB
COMPAS,Hyperband,1,0.78105,0.39713000000000004,0.75254,0.49951999999999996,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0015925659047434618, 'model__dropout': 0.3906799783762275, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,aef75cbf2041fa8656059e91bd4e8d8e,f3e1baa69cffb079bad5140c47b86f5e,4.0,3.0,3.0,33.333,fpr = 10,HB
COMPAS,RandomSearch,0.5,0.72541,0.75308,0.6794899999999999,0.7631600000000001,lightgbm.LGBMClassifier,"{'max_depth': 134, 'num_leaves': 112, 'n_estimators': 2534, 'boosting_type': 'dart', 'learning_rate': 0.11401368090898281, 'min_child_samples': 16}",,c0b6dc1c4531a1fbe0b0f15c3e01bb49,ff66154489e53eb959fb249edd075635,,,,100.0,fpr = 10,FairRS
COMPAS,Hyperband,0.5,0.67788,0.92071,0.60811,0.5166,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0002463750645308519, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 725}",,9bf910adaf90915f8b9e9ea5adad1a74,212372bf741c4351a48175bed6b6a623,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB
COMPAS,RandomSearch,1,0.77888,0.47585,0.72727,0.46774,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.00019995591310294743, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1468}",,2cd482ec4634bab4c0eebadf1995eede,52fa9bba6632c3bd282e7bfe84ab72cf,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,1,0.77888,0.47585,0.7278899999999999,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0004181073817754338, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2522}",,c3a9311db97f6b3c81038772cd5dc319,180fd2f93e739eb65820c5a94c2bd068,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,1,0.77888,0.47585,0.72819,0.46774,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.0011681256617761062, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 676}",,7f08b1bf628681c10b3c86dcc4686ff9,6607788c8d0eb85357198382bfb44c08,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,0.5,0.73307,0.9819100000000001,0.7058800000000001,0.80988,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.003981621712223763, 'model__dropout': 0.13321452876677675, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,1a19f91ce5e2d875f85a0d72b4ed2456,ff39741822568410820b98633913f519,2.0,0.0,15.0,11.110999999999999,fpr = 10,FB
COMPAS,Hyperband,0.5,0.75,0.92071,0.70896,0.8478700000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.003471086690030414, 'model__dropout': 0.2248302817435413, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,13cdb4b2c26c854daccef6737ed8d392,2168eacd53d9f13df48a656d28636aa1,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB
COMPAS,Hyperband,1,0.7893100000000001,0.47585,0.72131,0.6005199999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.004765378838570661, 'model__dropout': 0.2592275923739172, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,bb18037ff0d271da8981f2ece0819315,7309d5ce6daea8811bd3f2d2c1467ef2,4.0,2.0,9.0,11.110999999999999,fpr = 10,HB
COMPAS,Hyperband,1,0.78033,0.60598,0.71812,0.5416,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0020387850587039675, 'model__dropout': 0.3651615807416644, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,47460125fb9f2af7710b8fd207c6c5cf,717858f8d1d36ebd65981e5511424d8b,4.0,2.0,9.0,11.110999999999999,fpr = 10,HB
COMPAS,RandomSearch,1,0.7721100000000001,0.35991,0.74658,0.29541999999999996,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 25, 'min_samples_leaf': 41, 'min_samples_split': 8}",,e07f42a9e8f9aa4e2918de903e0558ec,e36bb2dadcdfae05aed2a4b1f0228fe5,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,0.5,0.64362,0.9819100000000001,0.66162,0.91256,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.004271830827180147, 'model__dropout': 0.0630662758587897, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,3d4602684555792cba168b84a33fb0a9,d6b70ac3977cbebb187c97438b000e07,2.0,0.0,15.0,11.110999999999999,fpr = 10,FB
COMPAS,Hyperband,1,0.77741,0.43575,0.7438600000000001,0.49951999999999996,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0009015710368346674, 'model__dropout': 0.14815897508846532, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,c6a915b15c76547d9b4f47b5bef3488b,a6c4294793909f5b0d6b6f0ffb71bc6d,3.0,1.0,11.0,11.110999999999999,fpr = 10,HB
COMPAS,Hyperband,1,0.77888,0.47585,0.7260300000000001,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 5.49757965340032e-05, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3737}",,b81be23e4fee965350995408fe1e9040,9265b9efce02d278375f9886bbba2fed,1.0,1.0,2.0,100.0,fpr = 10,HB
COMPAS,Hyperband,dynamic,0.69955,0.92071,0.60538,0.8231700000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0008047315316180308, 'model__dropout': 0.3667080688424, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,39f3e16cf60acbfdc1a5e5b2a429f0fc,628f2fc069e553e0c31e5e771d7e47f2,2.0,0.0,15.0,11.110999999999999,fpr = 10,FB-auto
COMPAS,RandomSearch,0.5,0.76325,0.51752,0.74138,0.55502,lightgbm.LGBMClassifier,"{'max_depth': 65, 'num_leaves': 7, 'n_estimators': 2248, 'boosting_type': 'dart', 'learning_rate': 0.10606239516961434, 'min_child_samples': 28}",,9cc62e12ede5819496734dc77cfaa74c,db0c8b73d13cf81c7f0dacd78701f2ef,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,0.5,0.65641,0.80647,0.62679,0.49153,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.00018369428167339512, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2608}",,0f43d9705dd465f6c6d0146286712858,b04ec24a3f6f59d037fda5cea1307ef8,,,,100.0,fpr = 10,FairRS
COMPAS,Hyperband,1,0.77888,0.47585,0.72819,0.46774,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.00021468573166118113, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 627}",,4dd9251c7f19dab0592643ebbcb46bb3,44d214301629d5bbe517a5c85b1d68ad,2.0,2.0,1.0,100.0,fpr = 10,HB
COMPAS,RandomSearch,1,0.7759199999999999,0.32403000000000004,0.72816,0.33181,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 23, 'max_features': 'sqrt', 'n_estimators': 16, 'min_samples_leaf': 40, 'min_samples_split': 20}",,26c52d172cfbfee34596a842c0db4d42,5c8deb4306907f646e9c0ccf034bfd5f,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,0.5,0.72764,0.70196,0.6641199999999999,0.78947,lightgbm.LGBMClassifier,"{'max_depth': 38, 'num_leaves': 22, 'n_estimators': 377, 'boosting_type': 'gbdt', 'learning_rate': 0.5115646234713555, 'min_child_samples': 30}",,39ebcbd9ffead07f45ead4276c78c909,ed7960427161c4ed44ae20ba55b8da36,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,1,0.77055,0.2894,0.73702,0.37532,lightgbm.LGBMClassifier,"{'max_depth': 86, 'num_leaves': 18, 'n_estimators': 457, 'boosting_type': 'dart', 'learning_rate': 0.03279291224086444, 'min_child_samples': 129}",,d6891a7294dfce048d732bc44b8a2c98,56ff7248fee2a1147bbf947e360dd3ea,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,1,0.77888,0.47585,0.7278899999999999,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0003026816090060976, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3012}",,0d0c1d4ca6eb4057a2ab34cbe3ebe264,2157d101a66500d9eab90cf8d47e7065,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,0.5,0.7341300000000001,0.6529699999999999,0.69355,0.7481899999999999,lightgbm.LGBMClassifier,"{'max_depth': 63, 'num_leaves': 39, 'n_estimators': 3901, 'boosting_type': 'gbdt', 'learning_rate': 0.030904597917403073, 'min_child_samples': 19}",,0061d0a720a9cfcce57b60dc44c00ad5,f38d6fb45884490e97d3c0e656ac03b6,,,,100.0,fpr = 10,FairRS
