dataset,task_type,alpha,performance_val,fairness_val,performance_test,fairness_test,model_classpath,hyperparameters,class_ratio,model_config_uuid,model_uuid,si,i,ni,ri,target_threshold,tuner
Donors Choose,Hyperband,0.5,0.546,0.9715799999999999,0.509,0.96385,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0031736087738536384, 'model__dropout': 0.03845080398282921, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,72313d97f9d535d3909e71f21a4e99d9,8678f64b44621342aa51407d53a71c74,1.0,0.0,8.0,33.333,pp = 1000,FB
Donors Choose,Hyperband,0.5,0.557,0.9201299999999999,0.503,0.83141,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.000955711034886134, 'model__dropout': 0.2856928344629044, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,6e718f30f5edbc417bc893162e04ec67,f72d35b88d35997a84c4bed72fe62340,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB
Donors Choose,RandomSearch,0.5,0.514,0.99223,0.5,0.8079,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.008085935562610537, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 123}",,f3ff4fa7b4b9d04be7942cbac19ba222,83c30d415193b69d1bb32d73b4cf08d5,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,0.5,0.552,0.9933299999999999,0.52,0.93332,lightgbm.LGBMClassifier,"{'max_depth': 11, 'num_leaves': 118, 'n_estimators': 999, 'boosting_type': 'dart', 'learning_rate': 0.01184181985240206, 'min_child_samples': 90}",,f01778f85c4fb5d593b626719022e4a0,5433bc5827e447bb0f27d2cd895407a9,4.0,0.0,81.0,1.235,pp = 1000,FB
Donors Choose,Hyperband,1,0.597,0.30966,0.536,0.37024,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 28, 'max_features': 'log2', 'n_estimators': 560, 'min_samples_leaf': 2, 'min_samples_split': 14}",,bb6b5e5f1dd285388ef91fb671381a70,85b2540ff63d97d1c1e7a363d63de923,2.0,2.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,dynamic,0.516,0.9923200000000001,0.48700000000000004,0.89235,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0005594807809685874, 'model__dropout': 0.05294764698412542, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,0d821facab8db125d1f2989634df0a15,307a7c603a483d3df645b35409804a42,4.0,0.0,81.0,1.235,pp = 1000,FB-auto
Donors Choose,TPESampler,0.5,0.5,0.9605899999999999,0.491,0.871,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 5.044573793045878e-05, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 2887, 'random_state': 30}",,0c1eac45640effe305c0f068ce40690d,1635b60b91dd10664e6829c9b6d2e1c0,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.529,0.9450700000000001,0.507,0.79345,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.009925149859980623, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 267, 'random_state': 31}",,b0f8cfb0e727ca0585c3948a43d9de18,682c5928f598c9a27bdcb7a8ea974546,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.575,0.9632700000000001,0.525,0.78533,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 146, 'random_state': 32, 'optimizer__lr': 0.004780186502541141, 'model__dropout': 0.0025174936909259245, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 10], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,8a6478b84008a86b6dbbb22b2856a873,4d6c8a30af2b9f13b9d775b99df29717,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.527,0.9376899999999999,0.508,0.79055,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.00980743856769189, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3722, 'random_state': 33}",,8fbce2053ec80225f09837f1e079f27e,33388271ec8c6954db660192a3d9ba7d,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.495,0.88959,0.503,0.66906,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 56, 'random_state': 34, 'min_samples_leaf': 22, 'min_samples_split': 39}",,9fa1d55f51d924af629218646bcca5f7,974bf49c61d730ec5f2e7e7617c7051f,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.521,0.98087,0.507,0.78718,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.003021063645215699, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 149, 'random_state': 43}",,145a7b6573a71155ca13cda676988507,0816790c9318ab0a9a22cbf37471768f,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.48700000000000004,0.99549,0.47100000000000003,0.7981199999999999,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 145, 'random_state': 35, 'optimizer__lr': 0.0022835415247794586, 'model__dropout': 0.18096205104657712, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,307a875f58e6a8fbb631a76fd1bd6799,9095b1433c3ba64d813cf2808572d7ee,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.516,0.9845700000000001,0.506,0.79638,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.00044115250652445876, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 4582, 'random_state': 36}",,b23d5c9f43848b0e4e756b29bb241608,8f6f6e5706128f4040de8482d7009015,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.529,0.9450700000000001,0.507,0.79345,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.009664168709110884, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2737, 'random_state': 37}",,0c98c228c784ad2b30c9ba5142d30aef,db4452b3d02d1c5e10c12cca1d5ad90a,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.5589999999999999,0.9899600000000001,0.524,0.83155,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 80, 'random_state': 38, 'optimizer__lr': 0.002247126397357485, 'model__dropout': 0.1308540930077421, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,dfc78eb337906df8474daa1bc52aafc9,71259999d508b51ee42a15f4eb60ea8a,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.518,0.92571,0.512,0.7914800000000001,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0005922390478503845, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 389, 'random_state': 39}",,a7ba9f5c6c622c8b7f42fc7a2a226c5d,2a26bcd7b74d96a732befc34b62c1ba2,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.521,0.98111,0.51,0.7848,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.00693471878221618, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 388, 'random_state': 40}",,bf8b1ee8c1dfeb6cd56b37506d1a946a,c9390ae2824f869cd892276381282687,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.521,0.9884299999999999,0.506,0.79008,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.001728235802812672, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 353, 'random_state': 41}",,d83f44ade30ab198d8759555a0e2ce8f,fddae1c7eb6ab29c7a1da96fc93f30c9,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.521,0.98087,0.505,0.79299,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.003905088477086351, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1550, 'random_state': 42}",,31325a986f2ed74faaeb3ff81583a808,929d2d54ef9edc88e6d661ca99e550d0,,,,,,FairTPE
Donors Choose,TPESampler,0.5,0.521,0.98111,0.51,0.7848,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.006717705452872834, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2615, 'random_state': 44}",,e3ffc0da3f55b6e326545e2a533c2e71,ee6a513ad18a60cf84f69590e18ad4aa,,,,,,FairTPE
Donors Choose,TPESampler,1.0,0.603,0.27271,0.534,0.32004,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1068, 'random_state': 37, 'min_samples_leaf': 19, 'min_samples_split': 18}",,b9d3e26deefbecf11071f528d206f200,2762a1a57b22e330aa4d7193cd904953,,,,,,TPE
Donors Choose,TPESampler,1.0,0.608,0.2859,0.534,0.33588,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 27, 'max_features': 'log2', 'n_estimators': 7294, 'random_state': 38, 'min_samples_leaf': 3, 'min_samples_split': 4}",,2e4457eedb71bdd7211eaed59f9f6203,d4531a4739241c541d2ff992a775bfc2,,,,,,TPE
Donors Choose,TPESampler,1.0,0.603,0.25167,0.531,0.31934,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 44, 'max_features': 'sqrt', 'n_estimators': 925, 'random_state': 39, 'min_samples_leaf': 5, 'min_samples_split': 115}",,7617d7385f1004822d2b7ba08dd9ddc7,3167ca3b89cf81f686a8de94ed82ce98,,,,,,TPE
Donors Choose,TPESampler,1.0,0.608,0.24653000000000003,0.531,0.33848,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 46, 'max_features': 'sqrt', 'n_estimators': 19898, 'random_state': 30, 'min_samples_leaf': 5, 'min_samples_split': 71}",,1a27460dede2c050870d6c77ff182d53,49bf0c33d17912882f2cb01fed074c18,,,,,,TPE
Donors Choose,TPESampler,1.0,0.609,0.25626,0.527,0.28857,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 1276, 'random_state': 31, 'min_samples_leaf': 3, 'min_samples_split': 2}",,fd799da3db4dd803399247cd63fefcdc,5b1cd784443254d87e6afefb6c3a9e8b,,,,,,TPE
Donors Choose,TPESampler,1.0,0.614,0.27173,0.531,0.31934,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 13815, 'random_state': 32, 'min_samples_leaf': 7, 'min_samples_split': 7}",,f5da836c3101dcdd06053ccc358a9b83,344f887bcc4b7e840e74e494ab77d8fe,,,,,,TPE
Donors Choose,TPESampler,1.0,0.62,0.30562,0.5379999999999999,0.34851,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 13, 'max_features': 'sqrt', 'n_estimators': 2496, 'random_state': 33, 'min_samples_leaf': 2, 'min_samples_split': 2}",,3803442be2512a827ee8eb7215d73a7d,102221546aae78d2e3a7b909d9c8aef0,,,,,,TPE
Donors Choose,TPESampler,1.0,0.616,0.27848,0.528,0.37126,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 2807, 'random_state': 34, 'min_samples_leaf': 5, 'min_samples_split': 31}",,81076ab859e5fec779e593ffab158289,5a7f201fc1345ddd1a6d43ae47455d07,,,,,,TPE
Donors Choose,TPESampler,1.0,0.608,0.29134,0.546,0.33835,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 27, 'max_features': 'log2', 'n_estimators': 440, 'random_state': 35, 'min_samples_leaf': 3, 'min_samples_split': 2}",,57691ec190636daf35d2cd694fe106c3,eb451d10047aeadd477bb3d057f58a45,,,,,,TPE
Donors Choose,TPESampler,1.0,0.619,0.28467,0.528,0.3747,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 21, 'max_features': 'sqrt', 'n_estimators': 16312, 'random_state': 36, 'min_samples_leaf': 5, 'min_samples_split': 14}",,28ef8f3e5e5b0a43a41b6b91146ce10b,6ea97509153ac2d5d246882d6017c23e,,,,,,TPE
Donors Choose,TPESampler,1.0,0.616,0.26026,0.535,0.3746,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 29, 'max_features': 'sqrt', 'n_estimators': 12701, 'random_state': 40, 'min_samples_leaf': 4, 'min_samples_split': 35}",,b4f3263f8587da9770df513d965c21f1,47032ac6a590054f1c89b90b06c6a8d4,,,,,,TPE
Donors Choose,TPESampler,1.0,0.607,0.26778,0.535,0.34145,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 22, 'max_features': 'sqrt', 'n_estimators': 219, 'random_state': 41, 'min_samples_leaf': 11, 'min_samples_split': 25}",,26fc2977cfcf59a03e309ad6e000627b,6847b43ac2bd247e46ab7de24d3176ab,,,,,,TPE
Donors Choose,TPESampler,1.0,0.595,0.24029,0.53,0.24886999999999998,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 66, 'random_state': 42, 'min_samples_leaf': 21, 'min_samples_split': 2}",,8ea3acff2204c6b90599786344449e11,0dc7bf8669215054282749a49367340e,,,,,,TPE
Donors Choose,TPESampler,1.0,0.609,0.24602,0.531,0.30077,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 13, 'max_features': 'sqrt', 'n_estimators': 14969, 'random_state': 43, 'min_samples_leaf': 7, 'min_samples_split': 75}",,1cdf585ee262f7883172dc291a90e60a,2b387ec1f855fdad2f6f3c4152094f90,,,,,,TPE
Donors Choose,TPESampler,1.0,0.618,0.30691999999999997,0.5379999999999999,0.38528,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'n_estimators': 200, 'random_state': 44, 'min_samples_leaf': 2, 'min_samples_split': 33}",,649a5c5401b5a8255d08c519017bb2a5,e2224000218ec812d98143de0fd122fe,,,,,,TPE
Adult,TPESampler,0.5,0.9331799999999999,0.84324,0.93822,0.8381700000000001,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 17, 'random_state': 30, 'min_samples_leaf': 2, 'min_samples_split': 3}",,b1994d8c2a799cd44c39a71083ce9657,70670d27ada16dad15ccfde566bc48a4,,,,,,FairTPE
Adult,TPESampler,0.5,0.96224,0.8418399999999999,0.9601200000000001,0.7914399999999999,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 17, 'random_state': 31, 'optimizer__lr': 0.0005136075228792232, 'model__dropout': 0.38741080137012707, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,291342b87d94161a1987f949364acede,c31a11fbed59d5c898d23e31dc3d8b75,,,,,,FairTPE
Adult,TPESampler,0.5,0.9121799999999999,0.8025899999999999,0.9109799999999999,0.8156100000000001,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 146, 'random_state': 32, 'min_samples_leaf': 2, 'min_samples_split': 3}",,c02a671b51cb332596c77a211f9159c5,c5927190b4c93c5597b73b7da470ccdd,,,,,,FairTPE
Adult,TPESampler,0.5,0.9370700000000001,0.75915,0.9392,0.76361,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 35, 'random_state': 33, 'min_samples_leaf': 4, 'min_samples_split': 6}",,51e0cae352d7de2ccea8f87c71df7528,a1dba92adf463fe71f4ee1747fe9e81c,,,,,,FairTPE
Adult,TPESampler,0.5,0.9611200000000001,0.83355,0.95801,0.78605,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 150, 'random_state': 34, 'optimizer__lr': 0.004637061607574784, 'model__dropout': 0.23833407631699258, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,39a107edb76d89a2a97d193e2a223f6b,4ec744f6bbb2ebba2468996b6c3de5d4,,,,,,FairTPE
Adult,TPESampler,0.5,0.9420700000000001,0.8321700000000001,0.9479,0.8282,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 21, 'random_state': 35, 'min_samples_leaf': 5, 'min_samples_split': 6}",,0a63f6391a613e7ebcd25fdba9aa7704,bd84b1ac3c3365fa473558016946eaf7,,,,,,FairTPE
Adult,TPESampler,0.5,0.9559200000000001,0.8615799999999999,0.95268,0.82257,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 11, 'random_state': 36, 'optimizer__lr': 0.004942589866472564, 'model__dropout': 0.3965094637667883, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,59e3e14f4ce9c247a9a68dab5c7482a9,04984427d69f8f6071907d8d69a29d89,,,,,,FairTPE
Adult,TPESampler,0.5,0.9566600000000001,0.7895300000000001,0.96775,0.78166,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 18, 'random_state': 37, 'min_samples_leaf': 8, 'min_samples_split': 10}",,e87e1c63d1740661cf7154123429888b,3b2b07fb3f5ee42b91bc2f04a9c73705,,,,,,FairTPE
Adult,TPESampler,0.5,0.9094899999999999,0.8025899999999999,0.9101299999999999,0.81596,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 130, 'random_state': 38, 'min_samples_leaf': 2, 'min_samples_split': 3}",,6205cd3dbd2ebd8a16a294052d2a2627,37fddd557324f1c49295c63eb5f57f3e,,,,,,FairTPE
Adult,TPESampler,0.5,0.9537,0.86875,0.9511799999999999,0.82332,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 10, 'random_state': 39, 'optimizer__lr': 0.0023097974137646603, 'model__dropout': 0.3989324476478747, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,2c7f307bc9caef567c1374e969b279db,f0045b22633b7dbadc9d113803aaa5fe,,,,,,FairTPE
Adult,TPESampler,0.5,0.9566600000000001,0.8573,0.95505,0.80755,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 57, 'random_state': 40, 'optimizer__lr': 0.002790633588742403, 'model__dropout': 0.39833421832512006, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,d8315860fd44d669dc2017ebbc6fb55d,92531174b4eb47a2082cb7fed68fa34c,,,,,,FairTPE
Adult,TPESampler,0.5,0.81638,0.95249,0.8225299999999999,0.96415,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 17, 'num_leaves': 647, 'n_estimators': 7139, 'random_state': 41, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.47646329565149087, 'min_child_samples': 6}",,4d3193b8ffefd013545769f440af8805,81ebd34045d1ae586620d3076844f8f1,,,,,,FairTPE
Adult,TPESampler,0.5,0.9282799999999999,0.7792600000000001,0.92805,0.77798,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 107, 'random_state': 42, 'min_samples_leaf': 2, 'min_samples_split': 11}",,ae26c63f55ca1598f80ac645b9fc7d36,8a02a373322a0306b7995044aae38836,,,,,,FairTPE
Adult,TPESampler,0.5,0.96903,0.69984,0.96703,0.66743,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 108, 'random_state': 43, 'min_samples_leaf': 9, 'min_samples_split': 6}",,cd49d3e6b9b6c150e362797e48b92320,4a9f9bb74e525ee08d10bc6c1f945877,,,,,,FairTPE
Adult,TPESampler,0.5,0.9068200000000001,0.81187,0.9141100000000001,0.8193600000000001,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 144, 'random_state': 44, 'min_samples_leaf': 2, 'min_samples_split': 4}",,c084c531b5e61b26a6c132bc08ae694d,728e408925d6f4cfe3fea411afd9ebb1,,,,,,FairTPE
AOF,TPESampler,0.5,0.60456,0.89371,0.68123,0.9555,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 3, 'num_leaves': 58, 'n_estimators': 1103, 'random_state': 30, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.067762752681542, 'min_child_samples': 16}",,0081a848e8a23735b213bf608e1acf71,55af645c3155daee7975fc86ca58b74c,,,,,,FairTPE
AOF,TPESampler,0.5,0.6461100000000001,0.71305,0.66967,0.76115,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 6, 'num_leaves': 70, 'n_estimators': 381, 'random_state': 31, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.08326448379595114, 'min_child_samples': 20}",,64a1a4d7b56789a154b9df5a0af7929c,53241b97c682e43c49b931d153d36ef2,,,,,,FairTPE
AOF,TPESampler,0.5,0.46247,0.9575899999999999,0.44473,0.98249,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 20, 'num_leaves': 22, 'n_estimators': 121, 'random_state': 32, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.27662398313923575, 'min_child_samples': 11}",,44d7ae2c3816bcb9590975ddbb5dcca8,18edf645dea3c2dfca69c9baa6ae6fc5,,,,,,FairTPE
AOF,TPESampler,0.5,0.50134,0.98465,0.56684,0.8286,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 3, 'num_leaves': 19, 'n_estimators': 393, 'random_state': 33, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.1637351940257936, 'min_child_samples': 16}",,7a5483e87278d349ca3db92b970bd749,c2ead4f2f596c1504f62b57b23d102ab,,,,,,FairTPE
AOF,TPESampler,0.5,0.52681,0.57306,0.5051399999999999,0.58619,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 17, 'random_state': 34, 'min_samples_leaf': 6, 'min_samples_split': 90}",,9f5fab199120cd88a3b6210adbcccaad,9309de919cb0316e66ad9142340b166c,,,,,,FairTPE
AOF,TPESampler,0.5,0.6715800000000001,0.53096,0.7018,0.6128600000000001,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 10, 'num_leaves': 10, 'n_estimators': 1957, 'random_state': 35, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.022990024389089054, 'min_child_samples': 164}",,115cc493c4f72e8e1b067fcc6a929d00,4ff1b89a56461d493cf5ddf7ef251327,,,,,,FairTPE
AOF,TPESampler,0.5,0.63137,0.54784,0.68509,0.66174,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 10, 'n_estimators': 1544, 'random_state': 36, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.16524575337801753, 'min_child_samples': 6}",,f56795df72677d2c24783264dc6ac5a6,7ed9583bcb7f451cc4656140286eb378,,,,,,FairTPE
AOF,TPESampler,0.5,0.48123,0.84739,0.49357,0.88928,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 2, 'num_leaves': 10, 'n_estimators': 9655, 'random_state': 37, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.46588706953093895, 'min_child_samples': 266}",,77d8475fb0d1ca50c6d41aa6acde3cf2,ff98d7f14bbfe0834f650bd2990291e9,,,,,,FairTPE
AOF,TPESampler,0.5,0.45308000000000004,0.99049,0.5141399999999999,0.90241,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 9, 'num_leaves': 11, 'n_estimators': 780, 'random_state': 38, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.22532916099078104, 'min_child_samples': 12}",,e49c7940ff97bab3306484abf14b99a2,78febd2ad9d60c283e0ade62f56056f6,,,,,,FairTPE
AOF,TPESampler,0.5,0.59651,0.75451,0.66195,0.79865,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 20, 'num_leaves': 10, 'n_estimators': 9148, 'random_state': 39, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.02083012917218586, 'min_child_samples': 294}",,3e29e58aef7861997f60c1a6860ddc72,abf7f77f8ded71623de9298688872ba1,,,,,,FairTPE
AOF,TPESampler,0.5,0.5201100000000001,0.5169100000000001,0.47043999999999997,0.53476,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 12, 'random_state': 40, 'min_samples_leaf': 59, 'min_samples_split': 4}",,1af06727ff8aa3c3eecd83efd8df3c92,e95027800b5d741d57832962a3f49bc5,,,,,,FairTPE
AOF,TPESampler,0.5,0.5737300000000001,0.77203,0.66581,0.85385,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 19, 'num_leaves': 23, 'n_estimators': 6763, 'random_state': 41, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.491008924694781, 'min_child_samples': 6}",,f5f353cab93e7e128e4d350ddbdde1aa,40b90ea1eac6042b8b83e8d2bef45804,,,,,,FairTPE
AOF,TPESampler,0.5,0.53217,0.95295,0.5604100000000001,0.9965299999999999,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 10, 'n_estimators': 6685, 'random_state': 42, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.11820729797259777, 'min_child_samples': 33}",,d01d53d23394048c440d6f3f0c5ff075,41b3b42c73fdce667a8449b31c780812,,,,,,FairTPE
